sedentary,0
sedentary,1
sedentary,2
sedentary,3
sedentary,4
sedentary,5
sedentary,6
sedentary,7
sedentary,8
sedentary,9
sedentary,10
sedentary,11
sedentary,12
sedentary,13
sedentary,14
sedentary,15
sedentary,16
sedentary,17
sedentary,18
sedentary,19
sedentary,20
sedentary,21
sedentary,22
sedentary,23
sedentary,24
sedentary,25
sedentary,26
sedentary,27
sedentary,28
sedentary,29
sedentary,30
sedentary,31
sedentary,32
sedentary,33
sedentary,34
sedentary,35
sedentary,36
sedentary,37
sedentary,38
sedentary,39
sedentary,40
sedentary,41
sedentary,42
sedentary,43
sedentary,44
sedentary,45
sedentary,46
sedentary,47
sedentary,48
sedentary,49
sedentary,50
sedentary,51
sedentary,52
sedentary,53
sedentary,54
sedentary,55
sedentary,56
sedentary,57
sedentary,58
sedentary,59
sedentary,60
sedentary,61
sedentary,62
sedentary,63
sedentary,64
sedentary,65
sedentary,66
sedentary,67
sedentary,68
sedentary,69
sedentary,70
sedentary,71
sedentary,72
sedentary,73
sedentary,74
sedentary,75
sedentary,76
sedentary,77
sedentary,78
sedentary,79
sedentary,80
sedentary,81
sedentary,82
sedentary,83
sedentary,84
sedentary,85
sedentary,86
sedentary,87
sedentary,88
sedentary,89
sedentary,90
sedentary,91
sedentary,92
sedentary,93
sedentary,94
sedentary,95
sedentary,96
sedentary,97
sedentary,98
sedentary,99
sedentary,100
sedentary,101
sedentary,102
sedentary,103
sedentary,104
sedentary,105
sedentary,106
sedentary,107
sedentary,108
sedentary,109
sedentary,110
sedentary,111
sedentary,112
sedentary,113
sedentary,114
sedentary,115
sedentary,116
sedentary,117
sedentary,118
sedentary,119
sedentary,120
sedentary,121
sedentary,122
sedentary,123
sedentary,124
sedentary,125
sedentary,126
sedentary,127
sedentary,128
sedentary,129
sedentary,130
sedentary,131
sedentary,132
sedentary,133
sedentary,134
sedentary,135
sedentary,136
sedentary,137
sedentary,138
sedentary,139
sedentary,140
sedentary,141
sedentary,142
sedentary,143
sedentary,144
sedentary,145
sedentary,146
sedentary,147
sedentary,148
sedentary,149
sedentary,150
sedentary,151
sedentary,152
sedentary,153
sedentary,154
sedentary,155
sedentary,156
sedentary,157
sedentary,158
sedentary,159
sedentary,160
sedentary,161
sedentary,162
sedentary,163
sedentary,164
sedentary,165
sedentary,166
sedentary,167
sedentary,168
sedentary,169
sedentary,170
sedentary,171
sedentary,172
sedentary,173
sedentary,174
sedentary,175
sedentary,176
sedentary,177
sedentary,178
sedentary,179
sedentary,180
sedentary,181
sedentary,182
sedentary,183
sedentary,184
sedentary,185
sedentary,186
sedentary,187
sedentary,188
sedentary,189
sedentary,190
sedentary,191
sedentary,192
sedentary,193
sedentary,194
sedentary,195
sedentary,196
sedentary,197
sedentary,198
sedentary,199
sedentary,200
sedentary,201
sedentary,202
sedentary,203
sedentary,204
sedentary,205
sedentary,206
sedentary,207
sedentary,208
sedentary,209
sedentary,210
sedentary,211
sedentary,212
sedentary,213
sedentary,214
sedentary,215
sedentary,216
sedentary,217
sedentary,218
sedentary,219
sedentary,220
sedentary,221
sedentary,222
sedentary,223
sedentary,224
sedentary,225
sedentary,226
sedentary,227
sedentary,228
sedentary,229
sedentary,230
sedentary,231
sedentary,232
sedentary,233
sedentary,234
sedentary,235
sedentary,236
sedentary,237
sedentary,238
sedentary,239
sedentary,240
sedentary,241
sedentary,242
sedentary,243
sedentary,244
sedentary,245
sedentary,246
sedentary,247
sedentary,248
sedentary,249
sedentary,250
sedentary,251
sedentary,252
sedentary,253
sedentary,254
sedentary,255
sedentary,256
sedentary,257
sedentary,258
sedentary,259
sedentary,260
sedentary,261
sedentary,262
sedentary,263
sedentary,264
sedentary,265
sedentary,266
sedentary,267
sedentary,268
sedentary,269
sedentary,270
sedentary,271
sedentary,272
sedentary,273
sedentary,274
sedentary,275
sedentary,276
sedentary,277
sedentary,278
sedentary,279
sedentary,280
sedentary,281
sedentary,282
sedentary,283
sedentary,284
sedentary,285
sedentary,286
sedentary,287
sedentary,288
sedentary,289
sedentary,290
sedentary,291
sedentary,292
sedentary,293
sedentary,294
sedentary,295
sedentary,296
sedentary,297
sedentary,298
sedentary,299
sedentary,300
sedentary,301
sedentary,302
sedentary,303
sedentary,304
sedentary,305
sedentary,306
sedentary,307
sedentary,308
sedentary,309
sedentary,310
sedentary,311
sedentary,312
sedentary,313
sedentary,314
sedentary,315
sedentary,316
sedentary,317
sedentary,318
sedentary,319
sedentary,320
sedentary,321
sedentary,322
sedentary,323
sedentary,324
sedentary,325
sedentary,326
sedentary,327
sedentary,328
sedentary,329
sedentary,330
sedentary,331
sedentary,332
sedentary,333
sedentary,334
sedentary,335
sedentary,336
sedentary,337
sedentary,338
sedentary,339
sedentary,340
sedentary,341
sedentary,342
sedentary,343
sedentary,344
sedentary,345
sedentary,346
sedentary,347
sedentary,348
sedentary,349
sedentary,350
sedentary,351
sedentary,352
sedentary,353
sedentary,354
sedentary,355
sedentary,356
sedentary,357
sedentary,358
sedentary,359
sedentary,360
sedentary,361
sedentary,362
active,363
active,364
active,365
active,366
active,367
active,368
active,369
active,370
active,371
active,372
active,373
active,374
active,375
active,376
active,377
active,378
active,379
active,380
active,381
active,382
active,383
active,384
active,385
active,386
active,387
active,388
active,389
active,390
active,391
active,392
active,393
active,394
active,395
active,396
active,397
active,398
active,399
active,400
active,401
active,402
active,403
active,404
active,405
active,406
active,407
active,408
active,409
active,410
active,411
active,412
active,413
active,414
active,415
active,416
active,417
active,418
active,419
active,420
active,421
active,422
active,423
active,424
active,425
active,426
active,427
active,428
active,429
active,430
active,431
active,432
active,433
active,434
active,435
active,436
active,437
active,438
active,439
active,440
active,441
active,442
active,443
active,444
active,445
active,446
active,447
active,448
active,449
active,450
active,451
active,452
active,453
active,454
active,455
active,456
active,457
active,458
active,459
active,460
active,461
active,462
active,463
active,464
active,465
active,466
active,467
active,468
active,469
active,470
active,471
active,472
active,473
active,474
active,475
active,476
active,477
active,478
active,479
active,480
active,481
active,482
active,483
active,484
active,485
active,486
active,487
active,488
active,489
active,490
active,491
active,492
active,493
active,494
active,495
active,496
active,497
active,498
active,499
active,500
active,501
active,502
active,503
active,504
active,505
active,506
active,507
active,508
active,509
active,510
active,511
active,512
active,513
active,514
active,515
active,516
active,517
active,518
active,519
active,520
active,521
active,522
active,523
active,524
active,525
active,526
active,527
active,528
active,529
active,530
active,531
active,532
active,533
active,534
active,535
active,536
active,537
active,538
active,539
active,540
active,541
active,542
active,543
active,544
active,545
active,546
active,547
active,548
active,549
active,550
active,551
active,552
active,553
active,554
active,555
active,556
active,557
active,558
